Gene	sgRNA	Bottom|beta	Bottom|z	Bottom|p-value	Bottom|fdr	Bottom|wald-p-value	Bottom|wald-fdr	Top|beta	Top|z	Top|p-value	Top|fdr	Top|wald-p-value	Top|wald-fdr
ENSMUST00000033805_Psmd10	6	-0.12144	-2.5628	0.0074264	0.3	0.010384	0.76266	-0.023396	-0.56113	0.65275	0.79319	0.57471	0.75503
ENSMUST00000101205_Col4a6	6	-0.027678	-0.79485	0.5388	0.9702	0.4267	0.98793	-0.084066	-2.743	0.078361	0.29709	0.0060879	0.063396
ENSMUST00000076265_Upf3b	6	-0.037884	-0.9222	0.40128	0.93353	0.35642	0.98793	-0.031655	-0.87571	0.50269	0.70739	0.38119	0.60684
ENSMUST00000114914_Enox2	6	0.012327	0.33814	0.73214	0.97692	0.73526	0.98793	-0.058261	-1.8158	0.21562	0.47303	0.069403	0.27238
ENSMUST00000114153_Lage3	6	0.026961	0.62827	0.50192	0.96314	0.52982	0.98793	-0.07914	-2.095	0.095006	0.33447	0.036174	0.19327
ENSMUST00000046557_Akap14	6	0.092376	2.2731	0.028937	0.5	0.02302	0.76266	-0.03807	-1.0642	0.41408	0.63913	0.28723	0.51697
ENSMUST00000155676_Ubl4a	6	0.0058891	0.17345	0.84866	0.98925	0.8623	0.99043	0.05309	1.7767	0.13111	0.37647	0.07561	0.28254
ENSMUST00000114146_Slc10a3	6	-0.012489	-0.29715	0.79565	0.97984	0.76636	0.98793	-0.028347	-0.76634	0.56722	0.75169	0.44348	0.6535
ENSMUST00000139664_Cnksr2	6	-0.085191	-1.703	0.059923	0.65051	0.08856	0.98793	0.0831	1.889	0.038924	0.21477	0.058886	0.24778
ENSMUST00000016571_Ndufa1	6	-0.0005146	-0.013527	0.97209	0.99556	0.98921	0.99863	-0.0093462	-0.27916	0.93086	0.9591	0.78012	0.87288
ENSMUST00000015427_Fam3a	6	0.022506	0.47793	0.56312	0.97457	0.6327	0.98793	0.061115	1.475	0.096031	0.33447	0.14021	0.37373
ENSMUST00000101636_Gm9	6	-0.015646	-0.44779	0.73854	0.97692	0.6543	0.98793	0.085061	2.7665	0.034827	0.20451	0.0056663	0.062396
ENSMUST00000115210_Rhox1	6	-0.019248	-0.40446	0.68015	0.9746	0.68588	0.98793	-0.012097	-0.2889	0.87759	0.94047	0.77266	0.86642
ENSMUST00000124580_Irak1	6	0.016504	0.37834	0.65787	0.9746	0.70518	0.98793	-0.12233	-3.1846	0.017157	0.16522	0.0014494	0.026326
ENSMUST00000067841_Irs4	6	0.017632	0.3921	0.6379	0.9746	0.69499	0.98793	0.089313	2.2571	0.03073	0.20339	0.024	0.14644
ENSMUST00000152921_Thoc2	6	-0.0060554	-0.091282	0.92932	0.99556	0.92727	0.99863	-0.07437	-1.2735	0.11703	0.35038	0.20283	0.44125
ENSMUST00000004327_G6pdx	6	-0.008544	-0.29157	0.87734	0.99386	0.77062	0.98793	-0.017774	-0.68915	0.76466	0.87566	0.49073	0.6962
ENSMUST00000134825_Kcne1l	6	-0.030294	-0.68941	0.50013	0.96314	0.49057	0.98793	-0.099012	-2.5602	0.04251	0.21699	0.01046	0.081696
ENSMUST00000120855_Gm15190	6	-0.01579	-0.32107	0.73675	0.97692	0.74816	0.98793	0.047758	1.1033	0.16492	0.40757	0.26989	0.50121
ENSMUST00000114125_Gm6880	6	0.028648	0.5196	0.4758	0.94962	0.60334	0.98793	-0.042916	-0.88439	0.35621	0.6026	0.37649	0.60495
ENSMUST00000112904_Acsl4	6	-0.071375	-1.139	0.11293	0.7129	0.25472	0.98793	0.0015486	0.028086	0.84379	0.92426	0.97759	0.99235
ENSMUST00000144187_Pnck	6	-0.019464	-0.58524	0.67631	0.9746	0.55838	0.98793	-0.034675	-1.1848	0.46274	0.68838	0.2361	0.47115
ENSMUST00000033442_Igsf1	6	-0.011246	-0.38394	0.81844	0.98925	0.70102	0.98793	-0.050993	-1.9782	0.27529	0.52956	0.047911	0.22011
ENSMUST00000133292_Wdr13	6	-0.033571	-1.1667	0.46018	0.94308	0.24332	0.98793	0.017433	0.68844	0.53342	0.72937	0.49117	0.6962
ENSMUST00000026014_Efhc2	6	-0.056807	-1.1708	0.21024	0.85556	0.24169	0.98793	-0.047074	-1.1026	0.31012	0.55423	0.27018	0.50121
ENSMUST00000033662_Pdha1	6	0.018222	0.39435	0.62843	0.9746	0.69332	0.98793	0.073131	1.7981	0.056594	0.25698	0.072157	0.27761
ENSMUST00000114766_Map7d3	6	0.016793	0.48539	0.65275	0.9746	0.6274	0.98793	0.020406	0.67021	0.48425	0.69852	0.50272	0.70999
ENSMUST00000041317_Ammecr1	6	-0.010745	-0.29106	0.83073	0.98925	0.77101	0.98793	0.011083	0.34112	0.65327	0.79319	0.73302	0.84939
ENSMUST00000176638_Fundc1	6	-0.019632	-0.66003	0.6735	0.9746	0.50923	0.98793	-0.064492	-2.4634	0.17004	0.40988	0.013764	0.10539
ENSMUST00000002091_Bcap31	6	-0.036783	-0.8103	0.41434	0.93486	0.41777	0.98793	0.046573	1.1662	0.1726	0.4135	0.24354	0.47879
ENSMUST00000143999_Firre	6	-0.046113	-1.2929	0.30269	0.875	0.19606	0.98793	0.040836	1.3009	0.22458	0.48453	0.19329	0.42885
ENSMUST00000115162_Rhox2h	6	0.031201	0.60105	0.43329	0.94011	0.54781	0.98793	-0.073123	-1.6003	0.12318	0.3603	0.10953	0.32771
ENSMUST00000123362_Mecp2	6	-0.11373	-1.719	0.01178	0.368	0.085612	0.98793	0.08565	1.4719	0.034059	0.20451	0.14105	0.37469
ENSMUST00000114109_Gab3	6	-0.020155	-0.42327	0.66402	0.9746	0.6721	0.98793	0.069816	1.6665	0.067093	0.27282	0.095606	0.31373
ENSMUST00000197804_Rhox7-ps2	6	0.041187	1.0918	0.30371	0.875	0.27493	0.98793	0.018672	0.56241	0.51037	0.71434	0.57383	0.75503
ENSMUST00000117421_Rhox2-ps	6	0.036019	0.77272	0.36927	0.90978	0.43969	0.98793	-0.02412	-0.5879	0.63534	0.78762	0.5566	0.74886
ENSMUST00000151154_Capn6	6	-0.020943	-0.41808	0.65122	0.9746	0.67589	0.98793	-0.067993	-1.5421	0.15083	0.39797	0.12304	0.34692
ENSMUST00000089062_Rhox9	6	0.0065591	0.1962	0.83764	0.98925	0.84445	0.98793	0.054229	1.8433	0.12625	0.36384	0.06529	0.26296
ENSMUST00000164311_Frmd7	6	-0.0083113	-0.19102	0.88118	0.99386	0.84851	0.98793	-0.1235	-3.2245	0.016389	0.16522	0.0012621	0.023469
ENSMUST00000114092_Mpp1	6	-0.043907	-1.0042	0.33163	0.89664	0.3153	0.98793	-0.13323	-3.4619	0.011524	0.13846	0.00053645	0.012323
ENSMUST00000033642_Dcx	5	-0.087116	-1.8492	0.070935	0.65051	0.064435	0.98793	-0.037732	-0.91053	0.45736	0.68528	0.36254	0.59437
ENSMUST00000182652_Gm5946	6	-0.041495	-1.2552	0.35877	0.9016	0.20939	0.98793	-0.03741	-1.286	0.42433	0.64717	0.19844	0.43569
ENSMUST00000132626_Gm15104	6	0.023513	0.68162	0.54981	0.9702	0.49548	0.98793	-0.018973	-0.62493	0.74264	0.85799	0.53202	0.72768
ENSMUST00000127532_Tmem29	6	-0.006944	-0.1953	0.9096	0.99386	0.84516	0.98793	0.02554	0.8162	0.40563	0.6336	0.41439	0.63834
ENSMUST00000143129_Gm14636	6	-0.03215	-0.79319	0.47631	0.94962	0.42766	0.98793	-0.069624	-1.9519	0.14187	0.39021	0.050955	0.22611
ENSMUST00000119534_Gm15067	6	0.024614	0.64184	0.53444	0.9702	0.52098	0.98793	0.027397	0.81173	0.37721	0.61201	0.41695	0.6395
ENSMUST00000181672_Gm26652	6	-0.044144	-1.1943	0.3283	0.89664	0.23237	0.98793	-0.026066	-0.80139	0.6023	0.76737	0.42291	0.64134
ENSMUST00000053593_Rap2c	6	0.021801	0.50088	0.5726	0.97457	0.61646	0.98793	-0.076653	-2.0007	0.10525	0.34191	0.045421	0.21491
ENSMUST00000142707_Idh3g	6	-0.010072	-0.28283	0.84328	0.98925	0.77731	0.98793	0.051847	1.6544	0.13777	0.38845	0.098051	0.31431
ENSMUST00000138958_Apex2	6	-0.10159	-2.3167	0.022023	0.46316	0.02052	0.76266	-0.047803	-1.2389	0.30423	0.55256	0.21539	0.45276
ENSMUST00000101433_Smim9	6	-0.14101	-2.4647	0.0033291	0.26	0.013713	0.76266	-0.072844	-1.4501	0.12497	0.36283	0.14704	0.38406
ENSMUST00000114085_F8	6	0.048638	1.0499	0.22868	0.85556	0.29375	0.98793	-0.066315	-1.6263	0.16031	0.40757	0.10389	0.32152
ENSMUST00000114875_Mbnl3	6	-0.073342	-0.96461	0.10269	0.7129	0.33474	0.98793	0.18747	2.8032	0.0010243	0.023529	0.0050597	0.059101
ENSMUST00000118416_Gm8522	6	0.032559	0.73492	0.41408	0.93486	0.46239	0.98793	-0.061214	-1.5697	0.19488	0.44244	0.11648	0.33736
ENSMUST00000072451_Slc9a7	6	0.061161	1.1938	0.13419	0.7554	0.23255	0.98793	-0.062634	-1.3888	0.18156	0.42583	0.16489	0.4037
ENSMUST00000016294_Tenm1	6	-0.027008	-0.65658	0.54853	0.9702	0.51145	0.98793	-0.088621	-2.4478	0.065301	0.27282	0.014374	0.10669
ENSMUST00000084535_Amer1	6	0.032703	0.74659	0.4128	0.93486	0.45531	0.98793	0.051082	1.3253	0.14238	0.39021	0.18506	0.42635
ENSMUST00000040184_Trpc5	6	0.0029909	0.084545	0.90166	0.99386	0.93262	0.99863	-0.017377	-0.55819	0.77209	0.8763	0.57672	0.75503
ENSMUST00000114081_Mtcp1	6	0.0060985	0.11564	0.84456	0.98925	0.90794	0.99369	-0.05249	-1.1309	0.26376	0.52111	0.25811	0.49103
ENSMUST00000033543_Cmc4	6	-0.027155	-0.50281	0.54622	0.9702	0.6151	0.98793	0.015234	0.32052	0.56978	0.75169	0.74858	0.8585
ENSMUST00000002080_Pdzd4	6	-0.071417	-1.2414	0.11268	0.7129	0.21447	0.98793	-0.021018	-0.41514	0.70218	0.83308	0.67804	0.82356
ENSMUST00000121259_Gm14845	6	0.04964	1.1422	0.21844	0.85556	0.25339	0.98793	0.080645	2.1082	0.043278	0.21948	0.035012	0.19257
ENSMUST00000124577_Gm4779	6	-0.035197	-1.0411	0.43688	0.94011	0.29783	0.98793	0.049117	1.6511	0.15365	0.39868	0.098711	0.31431
ENSMUST00000114871_Hs6st2	6	0.00061469	0.01205	0.9475	0.99556	0.99039	0.99863	-0.055663	-1.2399	0.23508	0.4928	0.215	0.45276
ENSMUST00000113631_Rgag4	6	-0.12314	-2.1141	0.0074264	0.3	0.034504	0.76266	0.062884	1.2278	0.090653	0.32778	0.21954	0.45845
ENSMUST00000112835_Amot	6	-0.037161	-0.66766	0.40896	0.93392	0.50435	0.98793	-0.12867	-2.6265	0.013828	0.15429	0.0086262	0.077171
ENSMUST00000119275_Gm8261	6	-0.055868	-0.88435	0.21869	0.85556	0.37651	0.98793	0.11327	2.0381	0.009475	0.12881	0.041545	0.20153
ENSMUST00000069509_Usp26	6	-0.068118	-1.4254	0.13214	0.7554	0.15405	0.98793	-0.055056	-1.3091	0.23969	0.49632	0.19049	0.42776
ENSMUST00000136888_Ppef1	6	-0.063972	-1.2546	0.15928	0.78734	0.20961	0.98793	-0.050805	-1.1325	0.27657	0.53056	0.25741	0.49103
ENSMUST00000044382_Zc4h2	6	-0.0087813	-0.15282	0.87093	0.99299	0.87854	0.99254	-0.068976	-1.3638	0.14545	0.39044	0.17262	0.40853
ENSMUST00000130203_Flna	6	-0.041625	-0.99672	0.35775	0.9016	0.3189	0.98793	-0.11639	-3.1662	0.020743	0.16875	0.0015443	0.026764
ENSMUST00000033449_1700080O16Rik	6	0.087136	1.6665	0.037644	0.55472	0.095617	0.98793	-0.065587	-1.4251	0.1644	0.40757	0.15413	0.38717
ENSMUST00000164071_Tro	6	-0.0027269	-0.055774	0.98643	0.99641	0.95552	0.99863	-0.031707	-0.7368	0.50243	0.70739	0.46125	0.67208
ENSMUST00000120762_Gm8172	6	-0.067819	-1.2978	0.13367	0.7554	0.19435	0.98793	0.0010291	0.022383	0.85659	0.93305	0.98214	0.99359
ENSMUST00000155599_Rbm3	6	-0.014077	-0.36201	0.76748	0.97692	0.71734	0.98793	0.0703	2.0552	0.065813	0.27282	0.039857	0.19821
ENSMUST00000056904_Ercc6l	6	-0.056707	-1.3111	0.21152	0.85556	0.18984	0.98793	-0.015867	-0.41684	0.80256	0.88656	0.67679	0.82333
ENSMUST00000142925_Arhgap4	6	-0.0093075	-0.28088	0.85864	0.99299	0.7788	0.98793	-0.058061	-1.9908	0.21665	0.47354	0.046505	0.21491
ENSMUST00000152739_Rps4x	6	0.020963	0.63303	0.58412	0.9746	0.52671	0.98793	-0.0072356	-0.24825	0.96901	0.98031	0.80394	0.88442
ENSMUST00000152838_Lrch2	6	-0.068735	-2.0894	0.12881	0.7554	0.036671	0.76266	-0.016266	-0.56191	0.79539	0.88519	0.57417	0.75503
ENSMUST00000101336_Cited1	6	0.030465	0.44419	0.44763	0.94308	0.65691	0.98793	-0.15814	-2.6193	0.0040973	0.069565	0.00881	0.077171
ENSMUST00000154872_Hdac8	6	-0.041829	-1.2825	0.35442	0.9016	0.19965	0.98793	0.01854	0.64603	0.5137	0.71771	0.51826	0.71894
ENSMUST00000117517_Gm8666	6	-0.042573	-0.92872	0.3475	0.9016	0.35303	0.98793	-0.020705	-0.51344	0.70551	0.83379	0.60764	0.77544
ENSMUST00000188663_1700111N16Rik	6	-0.075605	-1.4392	0.093214	0.69533	0.15008	0.98793	-0.029882	-0.64635	0.53419	0.72937	0.51806	0.71894
ENSMUST00000101509_Ids	6	0.025466	0.58314	0.52241	0.9702	0.5598	0.98793	-0.02054	-0.53443	0.70755	0.83379	0.59305	0.76422
ENSMUST00000115057_Dcaf12l2	6	-0.017987	-0.44074	0.69808	0.9746	0.6594	0.98793	0.0048004	0.13364	0.77644	0.8763	0.89368	0.93939
ENSMUST00000115056_Dcaf12l1	6	-0.067034	-1.0048	0.13803	0.76276	0.31498	0.98793	0.11959	2.0399	0.0066581	0.10196	0.041359	0.20153
ENSMUST00000033545_Rab39b	6	-0.046025	-0.89737	0.30294	0.875	0.36952	0.98793	-0.017583	-0.38953	0.76799	0.8763	0.69688	0.83081
ENSMUST00000124537_Maged2	6	-0.014869	-0.406	0.75519	0.97692	0.68474	0.98793	-0.087407	-2.7116	0.069142	0.27411	0.0066953	0.068659
ENSMUST00000069417_Gja6	6	0.006673	0.20765	0.83534	0.98925	0.8355	0.98793	0.00082595	0.029204	0.86197	0.9337	0.9767	0.99235
ENSMUST00000112355_Cdkl5	6	-0.029191	-0.58052	0.51498	0.9702	0.56156	0.98793	-0.10146	-2.2926	0.0379	0.21143	0.021874	0.13777
ENSMUST00000146790_L1cam	6	-0.049657	-1.1501	0.26812	0.85633	0.25012	0.98793	-0.1145	-3.0129	0.021511	0.17143	0.0025877	0.037426
ENSMUST00000122467_Gm14373	6	0.0069875	0.16408	0.83022	0.98925	0.86967	0.99254	-0.033339	-0.88951	0.48271	0.69852	0.37373	0.60304
ENSMUST00000147994_Las1l	6	-0.017888	-0.22186	0.70013	0.9746	0.82442	0.98793	-0.16702	-2.3516	0.0028169	0.051163	0.018695	0.12374
ENSMUST00000139105_Naa10	6	-0.0081277	-0.16855	0.88502	0.99386	0.86615	0.99043	-0.11328	-2.6688	0.022535	0.17255	0.0076114	0.072494
ENSMUST00000117716_Gm8424	6	-0.0021383	-0.058178	0.99539	0.99641	0.95361	0.99863	-0.02582	-0.79838	0.60563	0.77036	0.42465	0.64274
ENSMUST00000138943_4933407K13Rik	6	-0.090238	-1.4882	0.043534	0.61818	0.1367	0.98793	-0.051775	-0.97137	0.26837	0.524	0.33137	0.55896
ENSMUST00000101698_AU022751	6	-0.032071	-0.67207	0.47785	0.94962	0.50154	0.98793	0.027618	0.65774	0.37516	0.61201	0.5107	0.7134
ENSMUST00000138026_Gnl3l	6	0.051054	1.1142	0.20615	0.85556	0.2652	0.98793	-0.016374	-0.40598	0.79411	0.88519	0.68476	0.82623
ENSMUST00000116621_Ndufb11	6	-0.010493	-0.24077	0.83483	0.98925	0.80973	0.98793	0.06361	1.6586	0.08758	0.32417	0.0972	0.31431
ENSMUST00000154400_Tmem185a	6	-0.0014203	-0.053897	0.99001	0.99641	0.95702	0.99863	-0.00073487	-0.031687	0.89475	0.94432	0.97472	0.99235
ENSMUST00000103006_Nudt10	6	-0.004438	-0.11114	0.95544	0.99556	0.9115	0.99369	-0.028635	-0.81472	0.56031	0.7506	0.41524	0.63838
ENSMUST00000024049_Bmp15	6	-0.082451	-1.6879	0.068374	0.65051	0.091425	0.98793	-0.052244	-1.2155	0.2653	0.52111	0.22416	0.46376
ENSMUST00000052012_Phka1	6	-0.0023096	-0.036765	0.99232	0.99641	0.97067	0.99863	0.051003	0.92254	0.14264	0.39021	0.35625	0.58574
ENSMUST00000112683_Tsr2	6	-0.072715	-1.5609	0.10551	0.7129	0.11854	0.98793	-0.02108	-0.51453	0.70064	0.83308	0.60688	0.77544
ENSMUST00000033547_Pls3	5	-0.048978	-1.0495	0.31114	0.88582	0.29396	0.98793	-0.14256	-3.4705	0.0097311	0.12881	0.00051943	0.012293
ENSMUST00000087085_Nhs	6	-0.051107	-1.0644	0.25506	0.85556	0.28717	0.98793	0.037871	0.8968	0.25173	0.50025	0.36983	0.60174
ENSMUST00000101102_Reps2	6	0.021665	0.6342	0.57388	0.97457	0.52595	0.98793	-0.024329	-0.80917	0.63175	0.78567	0.41842	0.6395
ENSMUST00000121488_Gm6451	6	-0.021737	-0.54597	0.6379	0.9746	0.58509	0.98793	-0.061642	-1.7591	0.19078	0.43743	0.078558	0.28444
ENSMUST00000176662_A230072E10Rik	6	-0.012132	-0.17441	0.80102	0.98365	0.86155	0.99043	0.027315	0.447	0.37823	0.61201	0.65487	0.80799
ENSMUST00000136472_Gm15201	6	-0.022814	-0.53604	0.61639	0.9746	0.59193	0.98793	-0.030325	-0.80969	0.52753	0.72535	0.41812	0.6395
ENSMUST00000143984_Tbc1d25	6	-0.01329	-0.21456	0.78028	0.97692	0.83011	0.98793	0.14715	2.6995	0.0015365	0.030769	0.006945	0.068659
ENSMUST00000041370_Txlng	6	-0.049986	-0.9377	0.26351	0.85633	0.3484	0.98793	-0.029373	-0.62624	0.5452	0.73924	0.53116	0.72768
ENSMUST00000113610_Gm9112	6	-0.08004	-1.1661	0.075288	0.65051	0.24355	0.98793	0.073088	1.2111	0.056594	0.25698	0.22586	0.46419
ENSMUST00000149495_Ebp	6	-0.016294	-0.31054	0.72778	0.97692	0.75615	0.98793	-0.074277	-1.6085	0.11754	0.35038	0.10773	0.32443
ENSMUST00000128763_Dnase1l1	6	-0.0056986	-0.17239	0.93316	0.99556	0.86313	0.99043	-0.050385	-1.7318	0.2822	0.53511	0.083302	0.29145
ENSMUST00000115752_Ccnb3	6	-0.10741	-1.8567	0.015621	0.40606	0.063348	0.98793	-0.03339	-0.65646	0.48118	0.69852	0.51153	0.7134
ENSMUST00000120192_Gm9115	6	-0.0021058	-0.040205	0.99565	0.99641	0.96793	0.99863	0.01231	0.26708	0.63047	0.78567	0.78941	0.87824
ENSMUST00000119035_Hsf3	6	-0.014004	-0.35455	0.76901	0.97692	0.72293	0.98793	0.048296	1.3896	0.16082	0.40757	0.16466	0.4037
ENSMUST00000082320_Porcn	6	-0.047191	-0.90476	0.29245	0.875	0.36559	0.98793	0.027896	0.60777	0.37055	0.60926	0.54334	0.73929
ENSMUST00000004428_Clcn5	6	0.0059081	0.14894	0.84866	0.98925	0.8816	0.99254	-0.092005	-2.635	0.054545	0.25207	0.0084139	0.07641
ENSMUST00000037353_Eda2r	6	-0.082019	-2.6029	0.06991	0.65051	0.0092439	0.76266	-0.026309	-0.94864	0.59872	0.76737	0.3428	0.57049
ENSMUST00000178293_Usp27x	6	0.041963	1.3336	0.29501	0.875	0.18235	0.98793	0.039995	1.4441	0.23278	0.49268	0.14871	0.38714
ENSMUST00000121720_Nap1l2	6	-0.032095	-0.54436	0.47708	0.94962	0.58619	0.98793	0.087042	1.6782	0.033291	0.20451	0.093317	0.31013
ENSMUST00000183315_4930519F16Rik	6	-0.042014	-0.86788	0.35211	0.9016	0.38546	0.98793	-0.07476	-1.7549	0.11472	0.35038	0.079274	0.28531
ENSMUST00000182579_Gm19200	6	0.028024	0.76323	0.4863	0.95427	0.44533	0.98793	-0.10584	-3.2747	0.031754	0.20451	0.0010576	0.020651
ENSMUST00000128571_2010204K13Rik	6	-0.005679	-0.17021	0.93367	0.99556	0.86484	0.99043	-0.002153	-0.073327	0.92369	0.95676	0.94155	0.96565
ENSMUST00000127786_Xist	8	-0.11934	-0.9809	0.0023047	0.25	0.32664	0.98793	0.4403	4.1198	0	0	3.7918e-05	0.0014102
ENSMUST00000062642_Gm9785	6	-0.040411	-0.90007	0.37081	0.91069	0.36808	0.98793	0.15295	3.8714	0.0012804	0.027027	0.00010821	0.0032503
ENSMUST00000156211_Ftx	6	-0.18941	-2.5986	0.0010243	0.25	0.0093597	0.76266	0.25361	3.9546	0.00025608	0.0083333	7.665e-05	0.0023945
ENSMUST00000126924_Ftsj1	6	-0.014848	-0.3251	0.75519	0.97692	0.74511	0.98793	-0.10312	-2.5652	0.036108	0.2087	0.010312	0.081353
ENSMUST00000148177_Cd99l2	6	-0.11816	-2.4279	0.0099872	0.34167	0.015186	0.76266	-0.037466	-0.87512	0.42407	0.64717	0.38151	0.60684
ENSMUST00000033560_Ophn1	6	-0.0086964	-0.16876	0.87324	0.99386	0.86599	0.99043	0.10755	2.3722	0.011012	0.13438	0.017684	0.11953
ENSMUST00000042664_Slc16a2	6	-0.071215	-0.98131	0.11319	0.7129	0.32644	0.98793	0.099746	1.5631	0.01767	0.16522	0.11802	0.33736
ENSMUST00000118700_Gm9164	6	-0.03343	-0.84982	0.46146	0.94308	0.39543	0.98793	-0.010492	-0.30308	0.91063	0.9508	0.76183	0.86474
ENSMUST00000142447_Ppp1r3f	6	-0.06048	-1.683	0.18054	0.80565	0.092375	0.98793	-0.036857	-1.1654	0.43073	0.65447	0.24385	0.47879
ENSMUST00000118314_Nexmif	6	-0.13658	-2.0535	0.0040973	0.29091	0.040019	0.76266	0.21505	3.6769	0.00051216	0.015385	0.00023609	0.0063582
ENSMUST00000033483_Ccdc22	6	0.020667	0.31674	0.58848	0.9746	0.75144	0.98793	-0.075751	-1.3189	0.11012	0.3464	0.18722	0.42753
ENSMUST00000033695_Abcb7	6	0.042559	0.818	0.28835	0.875	0.41336	0.98793	-0.097102	-2.12	0.045583	0.22675	0.034004	0.18969
ENSMUST00000126170_Gm36995	6	0.017919	0.41857	0.63355	0.9746	0.67553	0.98793	-0.049842	-1.3228	0.28707	0.53861	0.18591	0.42704
ENSMUST00000120233_Vcp-rs	6	0.0049441	0.06618	0.86633	0.99299	0.94723	0.99863	-0.0077869	-0.11851	0.95954	0.97529	0.90566	0.94562
ENSMUST00000042070extra_Zdhhc15	6	0.011266	0.32711	0.7516	0.97692	0.74358	0.98793	0.015456	0.50993	0.56748	0.75169	0.6101	0.77604
ENSMUST00000033575_Magee2	6	-0.044469	-0.84767	0.32343	0.89664	0.39662	0.98793	0.027965	0.6057	0.36978	0.60926	0.54471	0.73986
ENSMUST00000154334_5530601H04Rik	6	-0.041011	-0.99527	0.3644	0.90637	0.31961	0.98793	0.051624	1.425	0.13905	0.38925	0.15416	0.38717
ENSMUST00000156494_Gm14812	6	0.030183	0.8506	0.45224	0.94308	0.39499	0.98793	0.012855	0.4116	0.62074	0.78068	0.68063	0.82414
ENSMUST00000026288_Ribc1	6	0.10593	2.0974	0.013572	0.39259	0.035956	0.76266	-0.047586	-1.0703	0.30627	0.55346	0.28448	0.51669
ENSMUST00000113792_Pja1	6	-0.097612	-1.7461	0.026889	0.49767	0.080798	0.98793	0.084881	1.7309	0.034827	0.20451	0.083474	0.29145
ENSMUST00000155445_Atrx	6	0.050919	1.3295	0.20768	0.85556	0.18367	0.98793	-0.10228	-3.034	0.036876	0.2087	0.0024134	0.036464
ENSMUST00000116081_Gm14853	6	0.01481	0.35504	0.68681	0.9746	0.72256	0.98793	0.0058669	0.15982	0.75339	0.86657	0.87302	0.92532
ENSMUST00000033567_Awat2	6	-0.014797	-0.38812	0.75519	0.97692	0.69793	0.98793	-0.046303	-1.3798	0.3178	0.56281	0.16763	0.40408
ENSMUST00000121232_Gm9430	6	-0.03628	-0.97229	0.42177	0.93521	0.33091	0.98793	0.0002745	0.008359	0.87324	0.94047	0.99333	0.99716
ENSMUST00000139421_Magt1	6	0.038186	0.73839	0.34213	0.89664	0.46028	0.98793	-0.065465	-1.4382	0.16517	0.40757	0.15037	0.38717
ENSMUST00000151548_Pdzd11	6	-0.013277	-0.29299	0.78054	0.97692	0.76953	0.98793	-0.023813	-0.59723	0.64149	0.79243	0.55035	0.74364
ENSMUST00000055497_Taf9b	6	0.023512	0.52202	0.54981	0.9702	0.60165	0.98793	-0.052036	-1.3127	0.26658	0.5218	0.1893	0.42776
ENSMUST00000195280_Kantr	6	-0.057651	-1.2026	0.20359	0.85556	0.22912	0.98793	-0.076207	-1.8062	0.10679	0.34228	0.070884	0.27406
ENSMUST00000178165_Tspyl2	6	-0.084518	-2.1549	0.06146	0.65051	0.031166	0.76266	0.017468	0.50616	0.53239	0.72937	0.61275	0.77688
ENSMUST00000033723_Syap1	6	-0.10682	-1.84	0.015621	0.40606	0.065772	0.98793	0.09825	1.9242	0.019206	0.16522	0.054324	0.23704
ENSMUST00000070316_Gpr173	6	0.023748	0.57482	0.54673	0.9702	0.56542	0.98793	0.086332	2.375	0.033547	0.20451	0.017549	0.11953
ENSMUST00000152746_Shroom2	6	0.019615	0.57342	0.60384	0.9746	0.56636	0.98793	-0.04082	-1.3558	0.38105	0.61317	0.17517	0.41207
ENSMUST00000149331_Fndc3c1	6	0.023127	0.47261	0.55519	0.97309	0.63649	0.98793	-0.14138	-3.2819	0.0076825	0.11321	0.0010312	0.02065
ENSMUST00000038769_S100g	6	-0.050025	-1.1457	0.26325	0.85633	0.25191	0.98793	0.019617	0.51066	0.4968	0.70344	0.60959	0.77604
ENSMUST00000081893_Syn1	6	-0.0050573	-0.11019	0.94366	0.99556	0.91226	0.99369	-0.042881	-1.0616	0.35647	0.6026	0.28841	0.51697
ENSMUST00000051484_Mageh1	6	-0.017029	-0.416	0.71268	0.97692	0.67741	0.98793	0.016999	0.47198	0.54187	0.736	0.63694	0.79212
ENSMUST00000121222_Gm5396	6	0.031553	0.97873	0.42868	0.93782	0.32771	0.98793	-0.083649	-2.9477	0.079129	0.29855	0.003201	0.043104
ENSMUST00000064780_Gabre	6	-0.0072477	-0.14617	0.90474	0.99386	0.88378	0.99254	-0.047633	-1.0915	0.30602	0.55346	0.27503	0.5066
ENSMUST00000088481_Magea10	6	0.0049793	0.14689	0.86556	0.99299	0.88322	0.99254	-0.019017	-0.63737	0.74161	0.85799	0.52388	0.72417
ENSMUST00000039424_Kctd12b	6	-0.061437	-0.9255	0.17542	0.80565	0.3547	0.98793	0.086583	1.4827	0.033547	0.20451	0.13817	0.3721
ENSMUST00000055966_Gabra3	6	-0.064688	-1.3716	0.15621	0.78734	0.17018	0.98793	0.0214	0.51598	0.4694	0.69301	0.60587	0.77544
ENSMUST00000139166_Zrsr2	6	0.025575	0.61855	0.52061	0.9702	0.53621	0.98793	0.042969	1.1809	0.20359	0.45429	0.23765	0.47115
ENSMUST00000033591_Itm2a	6	0.038341	1.1466	0.34033	0.89664	0.25155	0.98793	0.0072174	0.24523	0.72753	0.8468	0.80628	0.88442
