motif_id	cluster	source_id	tf_name	family_name	motif_type	PMID
MA0636.1	AC0556	MA0636.1	BHLHE41	['Basic helix-loop-helix factors (bHLH)']	Unknown	18345027
MA0638.1	AC0541	MA0638.1	CREB3	['Basic leucine zipper factors (bZIP)']	Unknown	15845366
MA0639.1	AC0403	MA0639.1	DBP	['Basic leucine zipper factors (bZIP)']	Unknown	21458520
MA0640.1	AC0626	MA0640.1	ELF3	['Tryptophan cluster factors']	Unknown	20517297
MA0640.2	AC0626	MA0640.2	ELF3	['Tryptophan cluster factors']	Unknown	9234700
MA0641.1	AC0626	MA0641.1	ELF4	['Tryptophan cluster factors']	Unknown	20517297
MA0642.1	AC0010	MA0642.1	EN2	['Homeo domain factors']	Unknown	18585359
MA0642.2	AC0010	MA0642.2	EN2	['Homeo domain factors']	Unknown	18585359
MA0644.1	AC0010	MA0644.1	ESX1	['Homeo domain factors']	Unknown	18585359
MA0644.2	AC0010	MA0644.2	ESX1	['Homeo domain factors']	Unknown	18585359
MA0645.1	AC0626	MA0645.1	ETV6	['Tryptophan cluster factors']	Unknown	20400516
MA0646.1	AC0130	MA0646.1	GCM1	['GCM domain factors']	Unknown	8962155
MA0647.1	AC0351	MA0647.1	GRHL1	['Grainyhead domain factors']	Unknown	18288204
MA0648.1	AC0564	MA0648.1	GSC	['Homeo domain factors']	Unknown	18585359
MA0649.1	AC0552	MA0649.1	HEY2	['Basic helix-loop-helix factors (bHLH)']	Unknown	22615585
MA0650.1	AC0591	MA0650.1	HOXA13	['Homeo domain factors']	Unknown	17200107
MA0650.2	AC0591	MA0650.2	HOXA13	['Homeo domain factors']	Unknown	17200107
MA0651.1	AC0594	MA0651.1	HOXC11	['Homeo domain factors']	Unknown	18585359
MA0651.2	AC0594	MA0651.2	HOXC11	['Homeo domain factors']	Unknown	18585359
MA0652.1	AC0188	MA0652.1	IRF8	['Tryptophan cluster factors']	Unknown	21731497
MA0653.1	AC0188	MA0653.1	IRF9	['Tryptophan cluster factors']	Unknown	21731497
MA0654.1	AC0010	MA0654.1	ISX	['Homeo domain factors']	Unknown	18585359
MA0655.1	AC0242	MA0655.1	JDP2	['Basic leucine zipper factors (bZIP)']	Unknown	9154808
MA0656.1	AC0547	MA0656.1	JDP2	['Basic leucine zipper factors (bZIP)']	Unknown	9154808
MA0657.1	AC0108	MA0657.1	KLF13	['C2H2 zinc finger factors']	Unknown	16266294
MA0658.1	AC0010	MA0658.1	LHX6	['Homeo domain factors']	Unknown	18585359
MA0659.1	AC0244	MA0659.1	MAFG	['Basic leucine zipper factors (bZIP)']	Unknown	9224592
MA0659.2	AC0244	MA0659.2	MAFG	['Basic leucine zipper factors (bZIP)']	Unknown	8264639
MA0660.1	AC0361	MA0660.1	MEF2B	['MADS box factors']	Unknown	9430690
MA0661.1	AC0010	MA0661.1	MEOX1	['Homeo domain factors']	Unknown	18585359
MA0662.1	AC0010	MA0662.1	MIXL1	['Homeo domain factors']	Unknown	19711456
MA0663.1	AC0556	MA0663.1	MLX	['Basic helix-loop-helix factors (bHLH)']	Unknown	14742444
MA0664.1	AC0556	MA0664.1	MLXIPL	['Basic helix-loop-helix factors (bHLH)']	Unknown	14742444
MA0665.1	AC0608	MA0665.1	MSC	['Basic helix-loop-helix factors (bHLH)']	Unknown	24175993
MA0666.1	AC0010	MA0666.1	MSX1	['Homeo domain factors']	Unknown	18585359
MA0666.2	AC0010	MA0666.2	MSX1	['Homeo domain factors']	Unknown	18585359
MA0667.1	AC0608	MA0667.1	MYF6	['Basic helix-loop-helix factors (bHLH)']	Unknown	19443739
MA0668.1	AC0607	MA0668.1	NEUROD2	['Basic helix-loop-helix factors (bHLH)']	Unknown	22445365
MA0669.1	AC0607	MA0669.1	NEUROG2	['Basic helix-loop-helix factors (bHLH)']	Unknown	19389376
MA0670.1	AC0081	MA0670.1	NFIA	['SMAD/NF-1 DNA-binding domain factors']	Unknown	10085123
MA0671.1	AC0082	MA0671.1	NFIX	['SMAD/NF-1 DNA-binding domain factors']	Unknown	20178747
MA0672.1	AC0519	MA0672.1	NKX2-3	['Homeo domain factors']	Unknown	11042197
MA0673.1	AC0519	MA0673.1	NKX2-8	['Homeo domain factors']	Unknown	11042197
MA0674.1	AC0010	MA0674.1	NKX6-1	['Homeo domain factors']	Unknown	18585359
MA0675.1	AC0010	MA0675.1	NKX6-2	['Homeo domain factors']	Unknown	18585359
MA0678.1	AC0607	MA0678.1	OLIG2	['Basic helix-loop-helix factors (bHLH)']	Unknown	20959288
MA0679.1	AC0601	MA0679.1	ONECUT1	['Homeo domain factors']	Unknown	8887657
MA0679.2	AC0601	MA0679.2	ONECUT1	['Homeo domain factors']	Unknown	8887657
MA0680.1	AC0598	MA0680.1	PAX7	['Paired box factors']	Unknown	10567552
MA0681.2	AC0002	MA0681.2	PHOX2B	['Homeo domain factors']	Unknown	22323723
MA0682.2	AC0564	MA0682.2	PITX1	['Homeo domain factors']	Unknown	8675014
MA0683.1	AC0535	MA0683.1	POU4F2	['Homeo domain factors']	Unknown	18077589
MA0684.1	AC0015	MA0684.1	RUNX3	['Runt domain factors']	Unknown	20483917
MA0684.2	AC0015	MA0684.2	RUNX3	['Runt domain factors']	Unknown	20378718
MA0685.1	AC0108	MA0685.1	SP4	['C2H2 zinc finger factors']	Unknown	23019068
MA0685.2	AC0108	MA0685.2	SP4	['C2H2 zinc finger factors']	Unknown	23019068
MA0686.1	AC0626	MA0686.1	SPDEF	['Tryptophan cluster factors']	Unknown	23449978
MA0687.1	AC0622	MA0687.1	SPIC	['Tryptophan cluster factors']	Unknown	16887979
MA0688.1	AC0635	MA0688.1	TBX2	['T-Box factors']	Unknown	16285859
MA0689.1	AC0635	MA0689.1	TBX20	['T-Box factors']	Unknown	23326246
MA0690.1	AC0635	MA0690.1	TBX21	['T-Box factors']	Unknown	16285859
MA0690.2	AC0635	MA0690.2	TBX21	['T-Box factors']	Unknown	16285859
MA0691.1	AC0608	MA0691.1	TFAP4	['Basic helix-loop-helix factors (bHLH)']	Unknown	18818310
MA0692.1	AC0556	MA0692.1	TFEB	['Basic helix-loop-helix factors (bHLH)']	Unknown	1748288
MA0693.2	AC0411	MA0693.2	VDR	['Nuclear receptors with C4 zinc fingers']	Unknown	8065900
MA0694.1	AC0119	MA0694.1	ZBTB7B	['C2H2 zinc finger factors']	Unknown	19443739
MA0695.1	AC0119	MA0695.1	ZBTB7C	['C2H2 zinc finger factors']	Unknown	19443739
MA0696.1	AC0077	MA0696.1	ZIC1	['C2H2 zinc finger factors']	Unknown	19443739
MA0697.1	AC0077	MA0697.1	ZIC3	['C2H2 zinc finger factors']	Unknown	19443739
MA0698.1	AC0609	MA0698.1	ZBTB18	['C2H2 zinc finger factors']	Unknown	9756912
MA0699.1	AC0010	MA0699.1	LBX2	['Homeo domain factors']	Unknown	18585360
MA0700.1	AC0010	MA0700.1	LHX2	['Homeo domain factors']	Unknown	18585360
MA0700.2	AC0010	MA0700.2	LHX2	['Homeo domain factors']	Unknown	23332764
MA0701.1	AC0010	MA0701.1	LHX9	['Homeo domain factors']	Unknown	18585360
MA0701.2	AC0010	MA0701.2	LHX9	['Homeo domain factors']	Unknown	18585359
MA0702.1	AC0010	MA0702.1	LMX1A	['Homeo domain factors']	Unknown	18585360
MA0702.2	AC0010	MA0702.2	LMX1A	['Homeo domain factors']	Unknown	18585359
MA0703.1	AC0010	MA0703.1	LMX1B	['Homeo domain factors']	Unknown	18585360
MA0703.2	AC0010	MA0703.2	LMX1B	['Homeo domain factors']	Unknown	18585359
MA0706.1	AC0010	MA0706.1	MEOX2	['Homeo domain factors']	Unknown	18585360
MA0707.1	AC0010	MA0707.1	MNX1	['Homeo domain factors']	Unknown	18585360
MA0707.2	AC0010	MA0707.2	MNX1	['Homeo domain factors']	Unknown	18585360
MA0708.1	AC0010	MA0708.1	MSX2	['Homeo domain factors']	Unknown	18585360
MA0708.2	AC0010	MA0708.2	MSX2	['Homeo domain factors']	Unknown	18585360
MA0710.1	AC0010	MA0710.1	NOTO	['Homeo domain factors']	Unknown	18585360
MA0711.1	AC0564	MA0711.1	OTX1	['Homeo domain factors']	Unknown	18585360
MA0712.1	AC0564	MA0712.1	OTX2	['Homeo domain factors']	Unknown	18585360
MA0712.2	AC0564	MA0712.2	OTX2	['Homeo domain factors']	Unknown	18585360
MA0713.1	AC0002	MA0713.1	PHOX2A	['Homeo domain factors']	Unknown	18585360
MA0714.1	AC0564	MA0714.1	PITX3	['Homeo domain factors']	Unknown	18585360
MA0715.1	AC0002	MA0715.1	PROP1	['Homeo domain factors']	Unknown	18585360
MA0716.1	AC0010	MA0716.1	PRRX1	['Homeo domain factors']	Unknown	18585360
MA0717.1	AC0010	MA0717.1	RAX2	['Homeo domain factors']	Unknown	18585360
MA0718.1	AC0010	MA0718.1	RAX	['Homeo domain factors']	Unknown	18585360
MA0719.1	AC0565	MA0719.1	RHOXF1	['Homeo domain factors']	Unknown	18585360
MA0721.1	AC0010	MA0721.1	UNCX	['Homeo domain factors']	Unknown	18585360
MA0722.1	AC0010	MA0722.1	VAX1	['Homeo domain factors']	Unknown	18585360
MA0723.1	AC0010	MA0723.1	VAX2	['Homeo domain factors']	Unknown	18585360
MA0723.2	AC0010	MA0723.2	VAX2	['Homeo domain factors']	Unknown	18585360
MA0724.1	AC0010	MA0724.1	VENTX	['Homeo domain factors']	Unknown	18585360
MA0725.1	AC0010	MA0725.1	VSX1	['Homeo domain factors']	Unknown	18585360
MA0726.1	AC0010	MA0726.1	VSX2	['Homeo domain factors']	Unknown	18585360
MA0727.1	AC0514	MA0727.1	NR3C2	['Nuclear receptors with C4 zinc fingers']	Unknown	15563547
MA0729.1	AC0410	MA0729.1	RARA	['Nuclear receptors with C4 zinc fingers']	Unknown	15019979
MA0730.1	AC0415	MA0730.1	RARA	['Nuclear receptors with C4 zinc fingers']	Unknown	15019979
MA0731.1	AC0210	MA0731.1	BCL6B	['C2H2 zinc finger factors']	Unknown	11374866
MA0732.1	AC0106	MA0732.1	EGR3	['C2H2 zinc finger factors']	Unknown	7891721
MA0733.1	AC0106	MA0733.1	EGR4	['C2H2 zinc finger factors']	Unknown	7891721
MA0734.1	AC0119	MA0734.1	GLI2	['C2H2 zinc finger factors']	Unknown	2105456
MA0734.2	AC0117	MA0734.2	GLI2	['C2H2 zinc finger factors']	Unknown	2105456
MA0735.1	AC0116	MA0735.1	GLIS1	['C2H2 zinc finger factors']	Unknown	22391303
MA0736.1	AC0116	MA0736.1	GLIS2	['C2H2 zinc finger factors']	Unknown	22391303
MA0737.1	AC0116	MA0737.1	GLIS3	['C2H2 zinc finger factors']	Unknown	22391303
MA0738.1	AC0084	MA0738.1	HIC2	['C2H2 zinc finger factors']	Unknown	15231840
MA0740.1	AC0108	MA0740.1	KLF14	['C2H2 zinc finger factors']	Unknown	16266294
MA0740.2	AC0108	MA0740.2	KLF14	['C2H2 zinc finger factors']	Unknown	16266294
MA0741.1	AC0108	MA0741.1	KLF16	['C2H2 zinc finger factors']	Unknown	16266294
MA0742.2	AC0108	MA0742.2	KLF12	['C2H2 zinc finger factors']	Unknown	16266294
MA0743.1	AC0605	MA0743.1	SCRT1	['C2H2 zinc finger factors']	Unknown	11274425
MA0743.2	AC0605	MA0743.2	SCRT1	['C2H2 zinc finger factors']	Unknown	23332764
MA0744.1	AC0605	MA0744.1	SCRT2	['C2H2 zinc finger factors']	Unknown	11274425
MA0744.2	AC0605	MA0744.2	SCRT2	['C2H2 zinc finger factors']	Unknown	23332764
MA0745.1	AC0606	MA0745.1	SNAI2	['C2H2 zinc finger factors']	Unknown	25100569
MA0745.2	AC0610	MA0745.2	SNAI2	['C2H2 zinc finger factors']	Unknown	23332764
MA0746.1	AC0108	MA0746.1	SP3	['C2H2 zinc finger factors']	Unknown	23019068
MA0746.2	AC0108	MA0746.2	SP3	['C2H2 zinc finger factors']	Unknown	23019068
MA0747.1	AC0108	MA0747.1	SP8	['C2H2 zinc finger factors']	Unknown	23019068
MA0748.1	AC0059	MA0748.1	YY2	['C2H2 zinc finger factors']	Unknown	17478514
MA0748.2	AC0059	MA0748.2	YY2	['C2H2 zinc finger factors']	Unknown	23332764
MA0749.1	AC0376	MA0749.1	ZBED1	['C2H2 zinc finger factors']	Unknown	12663651
MA0750.1	AC0119	MA0750.1	ZBTB7A	['C2H2 zinc finger factors']	Unknown	19443739
MA0751.1	AC0077	MA0751.1	ZIC4	['C2H2 zinc finger factors']	Unknown	19443739
MA0752.1	AC0332	MA0752.1	ZNF410	['C2H2 zinc finger factors']	Unknown	19443739
MA0753.1	AC0114	MA0753.1	ZNF740	['C2H2 zinc finger factors']	Unknown	23354101
MA0753.2	AC0114	MA0753.2	ZNF740	['C2H2 zinc finger factors']	Unknown	23354101
MA0754.1	AC0601	MA0754.1	CUX1	['Homeo domain factors']	Unknown	7799919
MA0754.2	AC0601	MA0754.2	CUX1	['Homeo domain factors']	Unknown	7799919
MA0755.1	AC0601	MA0755.1	CUX2	['Homeo domain factors']	Unknown	7799919
MA0756.1	AC0601	MA0756.1	ONECUT2	['Homeo domain factors']	Unknown	8887657
MA0756.2	AC0601	MA0756.2	ONECUT2	['Homeo domain factors']	Unknown	8887657
MA0757.1	AC0601	MA0757.1	ONECUT3	['Homeo domain factors']	Unknown	8887657
MA0758.1	AC0159	MA0758.1	E2F7	['Fork head/winged helix factors']	Unknown	18836037
MA0759.1	AC0626	MA0759.1	ELK3	['Tryptophan cluster factors']	Unknown	20517297
MA0759.2	AC0626	MA0759.2	ELK3	['Tryptophan cluster factors']	Unknown	20517297
MA0760.1	AC0626	MA0760.1	ERF	['Tryptophan cluster factors']	Unknown	20517297
MA0761.1	AC0626	MA0761.1	ETV1	['Tryptophan cluster factors']	Unknown	20517297
MA0761.2	AC0626	MA0761.2	ETV1	['Tryptophan cluster factors']	Unknown	25866208
MA0762.1	AC0626	MA0762.1	ETV2	['Tryptophan cluster factors']	Unknown	20517297
MA0763.1	AC0626	MA0763.1	ETV3	['Tryptophan cluster factors']	Unknown	20517297
MA0764.1	AC0626	MA0764.1	ETV4	['Tryptophan cluster factors']	Unknown	20517297
MA0764.2	AC0626	MA0764.2	ETV4	['Tryptophan cluster factors']	Unknown	25866208
MA0764.3	AC0626	MA0764.3	ETV4	['Tryptophan cluster factors']	Unknown	25866208
MA0765.1	AC0626	MA0765.1	ETV5	['Tryptophan cluster factors']	Unknown	20517297
MA0765.2	AC0626	MA0765.2	ETV5	['Tryptophan cluster factors']	Unknown	25866208
MA0765.3	AC0626	MA0765.3	ETV5	['Tryptophan cluster factors']	Unknown	25866208
MA0766.1	AC0252	MA0766.1	GATA5	['Other C4 zinc finger-type factors']	Unknown	1638017
MA0766.2	AC0254	MA0766.2	GATA5	['Other C4 zinc finger-type factors']	Unknown	14612389
MA0767.1	AC0130	MA0767.1	GCM2	['GCM domain factors']	Unknown	8962155
MA0768.1	AC0430	MA0768.1	LEF1	['High-mobility group (HMG) domain factors']	Unknown	19443739
MA0769.2	AC0430	MA0769.2	TCF7	['High-mobility group (HMG) domain factors']	Unknown	28092692
MA0770.1	AC0199	MA0770.1	HSF2	['Heat shock factors']	Unknown	12027891
MA0771.1	AC0199	MA0771.1	HSF4	['Heat shock factors']	Unknown	25850300
MA0772.1	AC0188	MA0772.1	IRF7	['Tryptophan cluster factors']	Unknown	10938111
MA0773.1	AC0361	MA0773.1	MEF2D	['MADS box factors']	Unknown	25217591
MA0774.1	AC0612	MA0774.1	MEIS2	['Homeo domain factors']	Unknown	9405651
MA0775.1	AC0612	MA0775.1	MEIS3	['Homeo domain factors']	Unknown	9405651
MA0776.1	AC0073	MA0776.1	MYBL1	['Tryptophan cluster factors']	Unknown	21998171
MA0777.1	AC0072	MA0777.1	MYBL2	['Tryptophan cluster factors']	Unknown	21998171
MA0778.1	AC0196	MA0778.1	NFKB2	['Rel homology region (RHR) factors']	Unknown	20066093
MA0779.1	AC0507	MA0779.1	PAX1	['Paired box factors']	Unknown	19132093
MA0780.1	AC0598	MA0780.1	PAX3	['Paired box factors']	Unknown	19458195
MA0781.1	AC0507	MA0781.1	PAX9	['Paired box factors']	Unknown	19132093
MA0782.1	AC0613	MA0782.1	PKNOX1	['Homeo domain factors']	Unknown	25233378
MA0782.2	AC0527	MA0782.2	PKNOX1	['Homeo domain factors']	Unknown	23602564
MA0783.1	AC0613	MA0783.1	PKNOX2	['Homeo domain factors']	Unknown	25233378
MA0784.1	AC0588	MA0784.1	POU1F1	['Homeo domain factors']	Unknown	2350782
MA0784.2	AC0588	MA0784.2	POU1F1	['Homeo domain factors']	Unknown	2350782
MA0785.1	AC0588	MA0785.1	POU2F1	['Homeo domain factors']	Unknown	1361172
MA0786.1	AC0588	MA0786.1	POU3F1	['Homeo domain factors']	Unknown	1361172
MA0787.1	AC0588	MA0787.1	POU3F2	['Homeo domain factors']	Unknown	9852081
MA0788.1	AC0588	MA0788.1	POU3F3	['Homeo domain factors']	Unknown	9852081
MA0789.1	AC0588	MA0789.1	POU3F4	['Homeo domain factors']	Unknown	2350782
MA0790.1	AC0535	MA0790.1	POU4F1	['Homeo domain factors']	Unknown	18077589
MA0791.1	AC0535	MA0791.1	POU4F3	['Homeo domain factors']	Unknown	18077589
MA0792.1	AC0588	MA0792.1	POU5F1B	['Homeo domain factors']	Unknown	2350782
MA0793.1	AC0010	MA0793.1	POU6F2	['Homeo domain factors']	Unknown	9852081
MA0794.1	AC0543	MA0794.1	PROX1	['Homeo domain factors']	Unknown	21040746
MA0795.1	AC0282	MA0795.1	SMAD3	['SMAD/NF-1 DNA-binding domain factors']	Unknown	12582250
MA0796.1	AC0613	MA0796.1	TGIF1	['Homeo domain factors']	Unknown	8537382
MA0797.1	AC0613	MA0797.1	TGIF2	['Homeo domain factors']	Unknown	8537382
MA0798.1	AC0064	MA0798.1	RFX3	['Fork head/winged helix factors']	Unknown	8754849
MA0798.2	AC0064	MA0798.2	RFX3	['Fork head/winged helix factors']	Unknown	20378718
MA0798.3	AC0064	MA0798.3	RFX3	['Fork head/winged helix factors']	Unknown	20378718
MA0799.1	AC0064	MA0799.1	RFX4	['Fork head/winged helix factors']	Unknown	8754849
MA0799.2	AC0067	MA0799.2	RFX4	['Fork head/winged helix factors']	Unknown	8754849
MA0800.1	AC0635	MA0800.1	EOMES	['T-Box factors']	Unknown	12093383
MA0801.1	AC0635	MA0801.1	MGA	['T-Box factors']	Unknown	12093383
MA0802.1	AC0635	MA0802.1	TBR1	['T-Box factors']	Unknown	12093383
MA0803.1	AC0635	MA0803.1	TBX15	['T-Box factors']	Unknown	12093383
MA0804.1	AC0631	MA0804.1	TBX19	['T-Box factors']	Unknown	12093383
MA0805.1	AC0635	MA0805.1	TBX1	['T-Box factors']	Unknown	12093383
MA0806.1	AC0635	MA0806.1	TBX4	['T-Box factors']	Unknown	12093383
MA0807.1	AC0635	MA0807.1	TBX5	['T-Box factors']	Unknown	12093383
MA0808.1	AC0201	MA0808.1	TEAD3	['TEA domain factors']	Unknown	9571041
MA0809.1	AC0201	MA0809.1	TEAD4	['TEA domain factors']	Unknown	9571041
MA0809.2	AC0201	MA0809.2	TEAD4	['TEA domain factors']	Unknown	23332764
MA0810.1	AC0043	MA0810.1	TFAP2A	['Basic helix-span-helix factors (bHSH)']	Unknown	16420676
MA0811.1	AC0043	MA0811.1	TFAP2B	['Basic helix-span-helix factors (bHSH)']	Unknown	16420676
MA0812.1	AC0043	MA0812.1	TFAP2B	['Basic helix-span-helix factors (bHSH)']	Unknown	16420676
MA0813.1	AC0039	MA0813.1	TFAP2B	['Basic helix-span-helix factors (bHSH)']	Unknown	16420676
MA0814.1	AC0043	MA0814.1	TFAP2C	['Basic helix-span-helix factors (bHSH)']	Unknown	16420676
MA0814.2	AC0043	MA0814.2	TFAP2C	['Basic helix-span-helix factors (bHSH)']	Unknown	23332764
MA0815.1	AC0039	MA0815.1	TFAP2C	['Basic helix-span-helix factors (bHSH)']	Unknown	16420676
MA0817.1	AC0607	MA0817.1	BHLHE23	['Basic helix-loop-helix factors (bHLH)']	Unknown	9144210
MA0818.1	AC0607	MA0818.1	BHLHE22	['Basic helix-loop-helix factors (bHLH)']	Unknown	22284184
MA0818.2	AC0607	MA0818.2	BHLHE22	['Basic helix-loop-helix factors (bHLH)']	Unknown	22284184
MA0819.1	AC0552	MA0819.1	CLOCK	['Basic helix-loop-helix factors (bHLH)']	Unknown	24591654
MA0819.2	AC0552	MA0819.2	CLOCK	['Basic helix-loop-helix factors (bHLH)']	Unknown	24591654
MA0820.1	AC0610	MA0820.1	FIGLA	['Basic helix-loop-helix factors (bHLH)']	Unknown	18499083
MA0821.1	AC0552	MA0821.1	HES5	['Basic helix-loop-helix factors (bHLH)']	Unknown	15186484
MA0821.2	AC0552	MA0821.2	HES5	['Basic helix-loop-helix factors (bHLH)']	Unknown	15186484
MA0822.1	AC0552	MA0822.1	HES7	['Basic helix-loop-helix factors (bHLH)']	Unknown	16342160
MA0823.1	AC0552	MA0823.1	HEY1	['Basic helix-loop-helix factors (bHLH)']	Unknown	22615585
MA0825.1	AC0552	MA0825.1	MNT	['Basic helix-loop-helix factors (bHLH)']	Unknown	12695332
MA0826.1	AC0607	MA0826.1	OLIG1	['Basic helix-loop-helix factors (bHLH)']	Unknown	20959288
MA0827.1	AC0607	MA0827.1	OLIG3	['Basic helix-loop-helix factors (bHLH)']	Unknown	20959288
MA0828.1	AC0555	MA0828.1	SREBF2	['Basic helix-loop-helix factors (bHLH)']	Unknown	11591434
MA0828.2	AC0555	MA0828.2	SREBF2	['Basic helix-loop-helix factors (bHLH)']	Unknown	11591434
MA0829.2	AC0555	MA0829.2	SREBF1	['Basic helix-loop-helix factors (bHLH)']	Unknown	11591434
MA0830.1	AC0610	MA0830.1	TCF4	['Basic helix-loop-helix factors (bHLH)']	Unknown	10594029
MA0830.2	AC0610	MA0830.2	TCF4	['Basic helix-loop-helix factors (bHLH)']	Unknown	31081034
MA0831.1	AC0556	MA0831.1	TFE3	['Basic helix-loop-helix factors (bHLH)']	Unknown	23933270
MA0831.2	AC0556	MA0831.2	TFE3	['Basic helix-loop-helix factors (bHLH)']	Unknown	23933270
MA0831.3	AC0556	MA0831.3	TFE3	['Basic helix-loop-helix factors (bHLH)']	Unknown	23933270
MA0833.1	AC0403	MA0833.1	ATF4	['Basic leucine zipper factors (bZIP)']	Unknown	2516827
MA0833.2	AC0403	MA0833.2	ATF4	['Basic leucine zipper factors (bZIP)']	Unknown	22819556
MA0834.1	AC0547	MA0834.1	ATF7	['Basic leucine zipper factors (bZIP)']	Unknown	2516827
MA0835.2	AC0242	MA0835.2	BATF3	['Basic leucine zipper factors (bZIP)']	Unknown	29588546
MA0836.1	AC0402	MA0836.1	CEBPD	['Basic leucine zipper factors (bZIP)']	Unknown	8632009
MA0836.2	AC0402	MA0836.2	CEBPD	['Basic leucine zipper factors (bZIP)']	Unknown	8632009
MA0837.1	AC0402	MA0837.1	CEBPE	['Basic leucine zipper factors (bZIP)']	Unknown	8632009
MA0837.2	AC0402	MA0837.2	CEBPE	['Basic leucine zipper factors (bZIP)']	Unknown	8632009
MA0838.1	AC0402	MA0838.1	CEBPG	['Basic leucine zipper factors (bZIP)']	Unknown	8632009
MA0839.1	AC0541	MA0839.1	CREB3L1	['Basic leucine zipper factors (bZIP)']	Unknown	21041443
MA0841.1	AC0242	MA0841.1	NFE2	['Basic leucine zipper factors (bZIP)']	Unknown	10498903
MA0842.1	AC0244	MA0842.1	NRL	['Basic leucine zipper factors (bZIP)']	Unknown	8552602
MA0842.2	AC0244	MA0842.2	NRL	['Basic leucine zipper factors (bZIP)']	Unknown	8552602
MA0843.1	AC0403	MA0843.1	TEF	['Basic leucine zipper factors (bZIP)']	Unknown	25215497
MA0844.1	AC0541	MA0844.1	XBP1	['Basic leucine zipper factors (bZIP)']	Unknown	15598891
MA0845.1	AC0387	MA0845.1	FOXB1	['Fork head/winged helix factors']	Unknown	7739038
MA0846.1	AC0387	MA0846.1	FOXC2	['Fork head/winged helix factors']	Unknown	23354101
MA0847.1	AC0387	MA0847.1	FOXD2	['Fork head/winged helix factors']	Unknown	7739038
MA0847.2	AC0387	MA0847.2	FOXD2	['Fork head/winged helix factors']	Unknown	28520732
MA0847.3	AC0387	MA0847.3	FOXD2	['Fork head/winged helix factors']	Unknown	28520732
MA0848.1	AC0387	MA0848.1	FOXO4	['Fork head/winged helix factors']	Unknown	10880363
MA0849.1	AC0387	MA0849.1	FOXO6	['Fork head/winged helix factors']	Unknown	10880363
MA0850.1	AC0387	MA0850.1	FOXP3	['Fork head/winged helix factors']	Unknown	20554955
MA0855.1	AC0434	MA0855.1	RXRB	['Nuclear receptors with C4 zinc fingers']	Unknown	15019979
MA0856.1	AC0434	MA0856.1	RXRG	['Nuclear receptors with C4 zinc fingers']	Unknown	15019979
MA0861.1	AC0348	MA0861.1	TP73	['p53 domain factors']	Unknown	23243311
MA0862.1	AC0544	MA0862.1	GMEB2	['SAND domain factors']	Unknown	11743720
MA0863.1	AC0273	MA0863.1	MTF1	['C2H2 zinc finger factors']	Unknown	8265351
MA0864.1	AC0087	MA0864.1	E2F2	['Fork head/winged helix factors']	Unknown	9372931
MA0864.2	AC0087	MA0864.2	E2F2	['Fork head/winged helix factors']	Unknown	18836037
MA0865.1	AC0159	MA0865.1	E2F8	['Fork head/winged helix factors']	Unknown	18836037
MA0865.2	AC0159	MA0865.2	E2F8	['Fork head/winged helix factors']	Unknown	18836037
MA0866.1	AC0262	MA0866.1	SOX21	['High-mobility group (HMG) domain factors']	Unknown	12920151
MA0867.1	AC0262	MA0867.1	SOX4	['High-mobility group (HMG) domain factors']	Unknown	12920151
MA0867.2	AC0259	MA0867.2	SOX4	['High-mobility group (HMG) domain factors']	Unknown	17599239
MA0868.1	AC0267	MA0868.1	SOX8	['High-mobility group (HMG) domain factors']	Unknown	12920151
MA0868.2	AC0261	MA0868.2	SOX8	['High-mobility group (HMG) domain factors']	Unknown	17599239
MA0871.1	AC0556	MA0871.1	TFEC	['Basic helix-loop-helix factors (bHLH)']	Unknown	15186484
MA0871.2	AC0556	MA0871.2	TFEC	['Basic helix-loop-helix factors (bHLH)']	Unknown	15186484
MA0872.1	AC0039	MA0872.1	TFAP2A	['Basic helix-span-helix factors (bHSH)']	Unknown	16420676
MA0873.1	AC0594	MA0873.1	HOXD12	['Homeo domain factors']	Unknown	18585359
MA0875.1	AC0010	MA0875.1	BARX1	['Homeo domain factors']	Unknown	18585359
MA0876.1	AC0010	MA0876.1	BSX	['Homeo domain factors']	Unknown	18585359
MA0877.2	AC0572	MA0877.2	BARHL1	['Homeo domain factors']	Unknown	18585359
MA0877.3	AC0572	MA0877.3	BARHL1	['Homeo domain factors']	Unknown	18585359
MA0878.1	AC0590	MA0878.1	CDX1	['Homeo domain factors']	Unknown	18585359
MA0878.2	AC0590	MA0878.2	CDX1	['Homeo domain factors']	Unknown	18585359
MA0878.3	AC0590	MA0878.3	CDX1	['Homeo domain factors']	Unknown	18585359
MA0879.2	AC0010	MA0879.2	DLX1	['Homeo domain factors']	Unknown	18585359
MA0882.1	AC0010	MA0882.1	DLX6	['Homeo domain factors']	Unknown	9889271
MA0884.1	AC0002	MA0884.1	DUXA	['Homeo domain factors']	Unknown	24278031
MA0884.2	AC0002	MA0884.2	DUXA	['Homeo domain factors']	Unknown	24278031
MA0886.1	AC0010	MA0886.1	EMX2	['Homeo domain factors']	Unknown	18585359
MA0887.1	AC0010	MA0887.1	EVX1	['Homeo domain factors']	Unknown	18585359
MA0888.1	AC0010	MA0888.1	EVX2	['Homeo domain factors']	Unknown	18585359
MA0889.1	AC0010	MA0889.1	GBX1	['Homeo domain factors']	Unknown	18585359
